order_id,customer_id,store_id,order_date
1069,868,4,2024-07-23
1070,9,2,2022-04-22
1071,757,4,2022-06-02
1072,787,3,2023-02-08
1073,470,5,2023-07-26
1074,191,1,2023-12-11
1075,368,3,2023-11-21
1076,774,2,2023-10-17
1077,274,3,2022-03-15
1078,461,5,2024-04-26
1079,467,4,2024-10-27
1080,896,5,2022-12-04
1081,660,2,2022-08-05
1082,781,1,2022-03-21
1083,467,2,2022-01-19
1084,948,3,2022-02-14
1085,788,5,2023-09-28
1086,507,1,2022-09-13
1087,802,2,2023-08-28
1088,413,1,2024-06-27
1089,376,4,2022-02-01
1090,914,3,2022-07-14
1091,966,1,2023-09-29
1092,566,4,2024-04-17
1093,496,1,2024-12-04
1094,429,3,2023-07-14
1095,153,4,2022-09-16
1096,789,3,2023-09-08
1097,844,4,2022-05-02
1098,713,3,2024-04-28
1099,482,1,2022-08-24
1100,825,1,2022-08-29
1101,515,4,2024-08-12
1102,798,1,2023-04-18
1103,249,2,2023-10-31
1104,475,1,2023-08-08
1105,676,3,2023-04-05
1106,805,1,2024-08-07
1107,251,2,2023-09-23
1108,861,4,2024-05-16
1109,792,5,2024-09-15
1110,674,3,2022-05-03
1111,773,2,2022-04-27
1112,268,2,2024-11-17
1113,104,4,2024-06-24
1114,640,5,2024-10-21
1115,956,5,2022-10-20
1116,268,4,2022-11-26
1117,291,4,2022-02-15
1118,290,5,2022-09-06
1119,108,2,2022-05-02
1120,96,5,2024-05-22
1121,787,3,2023-05-17
1122,140,2,2022-06-21
1123,834,3,2024-01-02
1124,706,4,2024-02-01
1125,100,5,2022-09-13
1126,171,4,2024-01-23
1127,609,1,2024-08-30
1128,59,1,2023-05-19
1129,278,2,2024-07-31
1130,278,2,2022-11-13
1131,363,4,2024-08-18
1132,304,1,2023-11-09
1133,216,4,2022-10-10
1134,323,1,2022-11-14
1135,211,1,2022-05-30
1136,842,3,2023-06-13
1137,112,1,2022-08-21
1138,607,1,2022-10-09
1139,29,4,2022-01-24
1140,501,1,2023-05-23
1141,755,4,2023-02-22
1142,55,1,2024-01-09
1143,893,2,2022-12-28
1144,78,3,2023-06-27
1145,168,4,2024-06-15
1146,670,2,2024-01-19
1147,836,2,2023-06-28
1148,686,2,2023-10-10
1149,794,4,2022-09-03
1150,127,4,2022-08-11
1151,987,3,2023-09-30
1152,277,2,2024-04-26
1153,812,1,2024-12-29
1154,282,3,2023-10-07
1155,215,4,2023-10-11
1156,549,2,2024-04-02
1157,543,2,2024-01-26
1158,62,5,2022-08-07
1159,277,5,2023-09-29
1160,991,1,2023-01-10
1161,819,2,2022-10-01
1162,200,3,2024-01-29
1163,608,2,2023-12-14
1164,524,1,2023-02-27
1165,972,3,2022-12-18
1166,521,5,2022-03-03
1167,345,1,2024-10-12
1168,324,1,2024-10-15
1169,734,5,2022-06-30
1170,600,4,2023-03-10
1171,370,3,2023-08-27
1172,934,2,2024-01-04
1173,186,3,2024-08-27
1174,505,4,2024-09-15
1175,260,3,2023-07-15
1176,580,4,2023-06-26
1177,814,5,2023-05-18
1178,35,3,2024-05-24
1179,290,1,2022-04-10
1180,446,1,2024-03-02
1181,582,5,2024-11-12
1182,947,2,2024-03-10
1183,305,5,2024-06-08
1184,129,4,2024-01-16
1185,826,3,2023-03-02
1186,509,4,2023-04-12
1187,805,5,2023-12-22
1188,925,3,2024-02-17
1189,22,5,2022-07-26
1190,144,1,2022-02-15
1191,908,3,2022-02-19
1192,480,2,2024-01-09
1193,260,3,2023-02-10
1194,618,4,2022-03-31
1195,95,4,2022-05-04
1196,588,5,2023-04-01
1197,145,3,2024-08-17
1198,32,4,2022-10-21
1199,407,2,2024-01-09
1200,685,1,2024-09-03
1201,304,2,2022-09-12
1202,703,4,2022-04-27
1203,223,2,2024-02-01
1204,61,2,2023-09-01
1205,253,5,2024-11-07
1206,957,5,2023-06-14
1207,971,3,2022-11-13
1208,471,5,2024-01-03
1209,160,2,2024-05-25
1210,93,4,2023-06-26
1211,584,4,2023-06-22
1212,345,3,2023-12-27
1213,729,5,2023-12-27
1214,863,4,2024-11-04
1215,897,1,2022-12-21
1216,460,2,2022-08-12
1217,505,3,2022-10-22
1218,450,1,2024-12-19
1219,235,2,2022-10-25
1220,955,3,2022-02-18
1221,166,2,2023-03-04
1222,404,2,2024-09-01
1223,397,1,2024-08-03
1224,419,3,2022-03-04
1225,785,3,2022-03-24
1226,285,4,2023-11-20
1227,680,3,2022-07-23
1228,83,2,2024-02-13
1229,237,5,2022-06-12
1230,980,1,2022-02-02
1231,359,1,2022-10-06
1232,725,2,2024-12-25
1233,736,5,2022-11-28
1234,39,4,2023-08-21
1235,696,3,2024-01-01
1236,174,5,2022-10-04
1237,453,4,2024-10-01
1238,494,3,2023-01-09
1239,212,5,2023-03-07
1240,326,3,2023-03-21
1241,933,2,2024-07-24
1242,199,2,2024-06-21
1243,533,2,2024-05-06
1244,789,5,2023-01-19
1245,82,3,2022-09-03
1246,43,1,2022-10-10
1247,389,1,2024-09-29
1248,452,2,2022-05-19
1249,264,2,2023-05-30
1250,977,5,2024-02-29
1251,980,5,2024-02-23
1252,995,3,2023-03-20
1253,896,4,2022-05-20
1254,370,3,2024-09-02
1255,255,1,2022-02-23
1256,365,2,2022-01-09
1257,574,5,2023-02-03
1258,68,5,2024-07-17
1259,228,1,2024-01-11
1260,53,4,2023-03-06
1261,862,2,2024-08-14
1262,461,2,2022-08-04
1263,134,5,2024-09-02
1264,198,3,2022-06-25
1265,760,3,2024-11-25
1266,349,1,2022-11-24
1267,701,4,2024-02-04
1268,622,1,2024-12-12
1269,153,4,2022-02-07
1270,1,5,2022-05-01
1271,484,2,2022-12-20
1272,29,5,2024-09-05
1273,88,2,2022-09-06
1274,535,5,2023-07-26
1275,356,2,2023-05-18
1276,611,3,2024-04-26
1277,791,1,2022-09-27
1278,241,2,2022-06-04
1279,833,3,2024-11-22
1280,739,4,2023-12-20
1281,118,4,2024-01-09
1282,457,5,2022-03-02
1283,203,2,2023-02-07
1284,15,5,2024-12-12
1285,552,1,2024-06-07
1286,885,1,2023-08-03
1287,962,1,2024-08-10
1288,345,1,2022-12-13
1289,978,3,2022-09-07
1290,970,2,2022-02-19
1291,49,4,2024-11-17
1292,641,5,2024-05-16
1293,506,3,2024-11-22
1294,718,4,2023-10-27
1295,349,5,2023-11-24
1296,973,1,2023-11-25
1297,589,1,2023-09-14
1298,344,1,2023-08-31
1299,634,4,2022-12-27
1300,923,2,2024-03-11
1301,423,5,2023-08-20
1302,694,4,2022-09-20
1303,457,2,2024-10-24
1304,440,3,2022-08-02
1305,554,1,2023-08-13
1306,786,2,2022-03-22
1307,316,2,2023-07-08
1308,784,3,2022-04-05
1309,699,3,2024-04-01
1310,150,1,2024-09-24
1311,898,4,2023-06-19
1312,679,2,2023-08-29
1313,620,2,2023-08-10
1314,110,4,2024-02-13
1315,460,3,2022-03-10
1316,453,5,2024-05-09
1317,578,5,2024-01-08
1318,546,3,2024-07-03
1319,278,5,2022-06-04
1320,981,1,2022-04-22
1321,405,4,2024-07-26
1322,657,2,2024-05-28
1323,297,1,2024-10-29
1324,459,5,2023-04-29
1325,669,5,2024-07-10
1326,551,5,2023-10-12
1327,222,4,2024-08-26
1328,54,1,2022-11-24
1329,286,5,2023-03-12
1330,900,1,2024-06-02
1331,759,3,2023-12-31
1332,693,5,2024-12-04
1333,151,3,2023-05-21
1334,959,4,2022-01-30
1335,277,4,2022-01-06
1336,300,1,2024-09-15
1337,644,5,2023-02-16
1338,399,3,2022-05-20
1339,822,5,2024-07-04
1340,383,4,2023-01-01
1341,443,5,2022-10-13
1342,776,1,2023-03-28
1343,685,2,2024-08-19
1344,976,2,2023-12-03
1345,795,4,2022-08-30
1346,145,3,2024-03-08
1347,913,4,2023-01-14
1348,75,2,2023-05-26
1349,5,1,2023-12-01
1350,469,5,2023-12-16
1351,807,5,2022-08-24
1352,377,2,2022-10-18
1353,723,3,2023-01-07
1354,349,4,2024-02-19
1355,21,1,2022-01-02
1356,897,3,2024-10-02
1357,831,5,2023-03-12
1358,418,5,2022-04-05
1359,715,2,2022-03-05
1360,208,3,2022-05-30
1361,841,2,2024-04-10
1362,347,2,2022-09-14
1363,603,5,2023-10-24
1364,445,5,2023-07-01
1365,632,5,2024-06-27
1366,887,4,2022-02-26
1367,755,4,2022-03-31
1368,437,1,2022-02-20
1369,511,3,2024-02-12
1370,102,3,2023-05-06
1371,254,4,2022-03-06
1372,53,3,2022-06-12
1373,748,4,2023-09-25
1374,914,3,2023-02-08
1375,397,5,2024-06-15
1376,85,4,2023-05-04
1377,516,4,2024-06-13
1378,191,1,2024-01-03
1379,914,4,2024-09-30
1380,820,3,2022-01-13
1381,757,3,2023-06-07
1382,996,3,2024-10-24
1383,448,4,2022-09-07
1384,537,2,2023-08-18
1385,779,5,2024-10-19
1386,315,1,2023-07-16
1387,175,4,2024-11-02
1388,371,2,2022-05-11
1389,257,1,2024-10-27
1390,513,4,2022-12-21
1391,429,2,2023-06-13
1392,703,5,2022-12-19
1393,85,2,2022-10-07
1394,210,2,2024-12-09
1395,919,2,2022-09-09
1396,322,5,2022-02-18
1397,15,4,2022-09-09
1398,217,2,2022-01-14
1399,297,3,2024-11-13
1400,265,3,2024-05-09
1401,465,4,2022-05-26
1402,373,3,2022-08-15
1403,752,4,2024-02-17
1404,400,1,2023-08-31
1405,324,4,2023-04-18
1406,591,1,2022-07-22
1407,412,3,2024-01-29
1408,451,4,2024-10-03
1409,943,4,2024-03-29
1410,955,3,2024-08-28
1411,737,4,2024-02-28
1412,411,3,2024-09-11
1413,997,4,2022-04-06
1414,576,3,2022-09-15
1415,9,5,2023-12-02
1416,871,2,2024-06-11
1417,319,3,2023-10-19
1418,949,2,2022-05-25
1419,503,3,2022-05-08
1420,295,5,2024-11-29
1421,507,5,2022-10-03
1422,608,5,2024-10-23
1423,500,2,2024-08-16
1424,370,3,2023-07-19
1425,146,2,2022-01-11
1426,442,1,2024-01-11
1427,709,1,2024-04-28
1428,912,5,2022-12-15
1429,610,5,2024-08-15
1430,803,2,2024-12-13
1431,443,3,2022-03-13
1432,64,4,2024-09-07
1433,144,3,2024-04-29
1434,882,4,2023-02-19
1435,599,1,2023-05-19
1436,167,1,2023-06-11
1437,254,1,2023-02-02
1438,92,5,2023-01-24
1439,581,2,2023-05-11
1440,841,1,2022-06-11
1441,112,1,2024-11-07
1442,270,1,2024-03-31
1443,363,3,2024-10-24
1444,545,3,2023-12-04
1445,536,4,2023-10-17
1446,381,2,2023-08-16
1447,365,2,2024-03-15
1448,107,3,2022-06-03
1449,284,2,2024-04-23
1450,624,4,2023-06-03
1451,355,4,2024-12-07
1452,217,3,2022-05-30
1453,960,4,2023-02-14
1454,666,5,2024-07-23
1455,730,1,2023-05-10
1456,337,3,2024-03-24
1457,979,4,2024-06-03
1458,997,2,2023-02-21
1459,828,5,2023-12-29
1460,728,5,2024-06-14
1461,681,3,2022-05-20
1462,476,5,2022-10-16
1463,335,4,2022-04-05
1464,710,1,2022-08-16
1465,794,4,2022-09-22
1466,271,4,2023-09-20
1467,650,4,2024-05-12
1468,721,2,2023-02-06
1469,403,5,2023-08-05
1470,141,4,2024-12-11
1471,881,3,2022-08-28
1472,497,5,2024-07-26
1473,196,4,2024-09-12
1474,579,5,2022-04-10
1475,93,1,2022-09-26
1476,671,4,2022-06-07
1477,622,1,2023-10-03
1478,877,2,2022-01-19
1479,193,5,2024-07-19
1480,163,1,2022-09-21
1481,128,3,2022-06-04
1482,586,1,2023-07-16
1483,921,3,2024-02-23
1484,176,3,2023-07-09
1485,428,2,2022-11-05
1486,37,1,2024-03-11
1487,345,4,2024-04-15
1488,223,2,2023-03-11
1489,695,3,2022-03-16
1490,535,2,2023-08-13
1491,194,2,2024-02-24
1492,132,3,2023-05-08
1493,690,5,2022-07-07
1494,978,3,2022-01-30
1495,241,1,2024-10-09
1496,322,3,2024-12-15
1497,859,3,2022-05-15
1498,689,3,2022-11-23
1499,63,2,2023-08-03
1500,542,3,2023-01-24
1501,772,3,2022-04-11
1502,500,3,2024-01-26
1503,15,5,2023-03-11
1504,756,2,2023-01-13
1505,528,1,2024-08-11
1506,26,2,2023-06-27
1507,277,1,2023-09-12
1508,951,2,2022-06-26
1509,25,5,2022-01-25
1510,480,4,2022-07-17
1511,686,5,2022-12-23
1512,242,3,2023-05-10
1513,962,2,2024-09-28
1514,487,2,2024-09-29
1515,447,3,2023-12-04
1516,264,4,2024-03-25
1517,67,4,2022-09-18
1518,455,3,2024-09-01
1519,970,2,2023-11-23
1520,329,3,2022-08-07
1521,296,4,2022-07-19
1522,185,4,2024-04-12
1523,439,1,2023-11-27
1524,913,2,2023-03-21
1525,818,5,2022-09-19
1526,622,3,2023-01-03
1527,474,1,2022-10-12
1528,985,1,2023-12-10
1529,61,1,2023-03-02
1530,906,3,2023-04-01
1531,652,2,2022-04-14
1532,448,2,2024-08-25
1533,634,5,2023-11-08
1534,517,2,2023-08-13
1535,832,4,2024-08-27
1536,194,2,2022-05-24
1537,852,2,2022-03-30
1538,227,4,2022-08-18
1539,706,5,2022-08-13
1540,152,4,2023-12-11
1541,614,2,2024-01-13
1542,323,4,2022-06-29
1543,972,3,2023-01-06
1544,87,1,2024-05-13
1545,963,2,2022-12-30
1546,35,4,2023-10-29
1547,613,1,2022-04-04
1548,4,3,2023-05-30
1549,195,4,2023-05-30
1550,898,2,2024-03-14
1551,274,3,2023-05-30
1552,216,2,2024-05-06
1553,603,1,2023-06-02
1554,151,2,2022-01-16
1555,647,1,2024-08-07
1556,645,2,2022-12-05
1557,942,4,2024-03-26
1558,736,5,2023-05-05
1559,327,2,2024-08-03
1560,521,1,2024-11-04
1561,925,4,2023-10-17
1562,685,4,2022-08-06
1563,58,5,2023-03-24
1564,193,5,2024-02-02
1565,224,1,2022-01-30
1566,45,5,2022-03-30
1567,922,1,2024-05-16
1568,217,2,2023-12-02
1569,527,4,2024-09-01
1570,955,4,2023-11-09
1571,291,4,2024-01-28
1572,565,4,2022-09-04
1573,491,2,2023-09-25
1574,988,4,2022-02-26
1575,248,3,2023-07-16
1576,823,4,2023-03-20
1577,226,2,2023-08-11
1578,840,4,2023-12-26
1579,665,4,2024-12-18
1580,292,1,2023-11-16
1581,304,4,2023-02-16
1582,341,1,2024-08-11
1583,321,4,2023-02-22
1584,322,1,2024-11-20
1585,376,1,2024-10-20
1586,406,5,2024-03-02
1587,368,5,2024-01-10
1588,936,5,2024-04-16
1589,336,4,2022-01-26
1590,43,2,2023-03-25
1591,459,3,2022-11-11
1592,187,5,2024-03-20
1593,755,3,2024-11-22
1594,263,2,2022-06-30
1595,9,5,2022-11-24
1596,189,2,2023-10-30
1597,95,3,2023-11-25
1598,362,4,2024-01-25
1599,860,2,2024-07-17
1600,657,2,2023-04-16
1601,497,4,2024-04-26
1602,47,3,2022-05-24
1603,292,2,2024-05-29
1604,315,2,2022-04-28
1605,190,5,2024-08-24
1606,48,5,2022-06-08
1607,226,4,2022-11-14
1608,184,5,2022-10-20
1609,125,1,2023-02-15
1610,371,2,2023-09-30
1611,914,2,2022-11-09
1612,171,5,2024-01-27
1613,34,1,2023-09-18
1614,582,4,2022-09-30
1615,571,3,2022-02-22
1616,472,4,2023-11-04
1617,203,5,2022-04-22
1618,944,5,2024-08-16
1619,552,2,2023-08-26
1620,770,4,2024-04-05
1621,469,5,2022-02-19
1622,52,4,2024-11-01
1623,160,3,2023-09-14
1624,409,4,2024-03-14
1625,387,5,2023-09-25
1626,705,5,2023-03-31
1627,442,1,2023-09-26
1628,216,5,2024-04-16
1629,518,2,2023-12-31
1630,928,1,2024-12-20
1631,335,3,2023-01-06
1632,343,4,2022-12-05
1633,585,4,2023-01-13
1634,387,4,2022-10-27
1635,216,2,2023-11-02
1636,459,2,2024-09-26
1637,251,3,2024-04-25
1638,944,5,2022-12-06
1639,485,1,2023-07-08
1640,479,2,2023-01-30
1641,800,2,2023-06-03
1642,654,3,2024-05-31
1643,427,4,2022-08-04
1644,48,3,2022-07-25
1645,960,3,2024-03-02
1646,90,5,2022-04-09
1647,388,5,2024-03-21
1648,173,5,2024-03-01
1649,776,5,2024-12-04
1650,979,4,2022-12-13
1651,279,3,2023-06-06
1652,911,1,2023-05-19
1653,697,5,2024-01-08
1654,86,5,2024-05-24
1655,637,3,2024-05-04
1656,820,1,2023-04-16
1657,684,3,2023-07-14
1658,49,5,2023-04-12
1659,713,2,2022-07-27
1660,558,2,2022-02-26
1661,125,4,2023-01-26
1662,275,4,2024-05-11
1663,600,1,2022-10-04
1664,661,2,2024-10-08
1665,989,4,2023-05-23
1666,647,5,2022-01-05
1667,94,2,2022-11-24
1668,953,1,2022-06-07
1669,395,2,2022-07-16
1670,514,3,2023-01-05
1671,32,1,2022-11-10
1672,247,5,2022-07-23
1673,373,2,2023-03-19
1674,75,2,2023-05-12
1675,834,4,2023-03-21
1676,696,1,2023-08-20
1677,787,1,2022-12-30
1678,82,2,2024-09-20
1679,47,2,2023-05-16
1680,126,5,2024-05-23
1681,496,2,2022-03-13
1682,854,1,2023-01-10
1683,638,3,2022-02-07
1684,920,2,2022-07-20
1685,680,4,2024-09-22
1686,651,3,2024-03-27
1687,926,5,2022-01-29
1688,8,1,2022-08-04
1689,672,5,2022-06-12
1690,975,4,2024-02-10
1691,890,3,2023-03-12
1692,841,2,2023-08-26
1693,871,3,2024-12-20
1694,245,3,2023-03-24
1695,803,5,2024-09-12
1696,117,3,2022-05-29
1697,321,3,2024-10-06
1698,312,4,2022-08-25
1699,117,4,2022-04-30
1700,920,5,2024-07-15
1701,12,2,2024-09-15
1702,145,5,2023-01-17
1703,928,1,2023-06-06
1704,55,1,2023-05-02
1705,673,5,2022-01-20
1706,882,5,2023-02-18
1707,290,5,2022-08-22
1708,184,2,2022-12-10
1709,116,4,2022-01-26
1710,26,3,2023-03-16
1711,183,3,2022-06-05
1712,560,2,2022-10-12
1713,700,3,2023-01-18
1714,729,4,2024-02-27
1715,165,3,2022-10-30
1716,672,1,2022-12-02
1717,91,2,2022-08-17
1718,102,4,2024-08-15
1719,578,3,2023-08-18
1720,170,5,2023-03-17
1721,172,4,2024-10-08
1722,696,1,2022-07-27
1723,768,1,2024-04-01
1724,457,5,2022-08-15
1725,116,4,2024-08-17
1726,814,5,2024-04-22
1727,755,2,2022-01-15
1728,184,3,2022-07-16
1729,342,2,2024-11-04
1730,407,3,2022-12-13
1731,443,4,2023-04-24
1732,799,1,2022-12-16
1733,176,1,2023-09-05
1734,86,4,2023-11-24
1735,214,1,2023-08-03
1736,969,1,2024-01-10
1737,811,2,2022-06-08
1738,623,5,2023-07-30
1739,799,1,2022-05-05
1740,681,3,2022-02-26
1741,459,3,2023-10-17
1742,3,5,2023-06-16
1743,514,3,2022-12-02
1744,561,3,2024-04-25
1745,952,4,2024-07-03
1746,64,2,2024-10-13
1747,517,3,2024-06-12
1748,463,5,2024-10-04
1749,51,1,2023-04-11
1750,25,4,2024-03-15
1751,280,3,2022-03-24
1752,348,5,2023-04-21
1753,330,3,2022-01-16
1754,87,4,2022-12-01
1755,453,2,2024-07-19
1756,657,5,2024-06-25
1757,249,2,2023-01-19
1758,579,1,2022-08-30
1759,868,5,2023-04-29
1760,134,1,2024-01-10
1761,111,1,2022-11-19
1762,65,2,2023-06-08
1763,29,4,2023-02-05
1764,871,4,2024-12-29
1765,32,1,2022-03-22
1766,373,1,2023-01-02
1767,311,1,2024-04-01
1768,323,1,2022-05-16
1769,691,4,2023-07-14
1770,877,4,2022-06-09
1771,737,1,2024-08-01
1772,51,4,2023-07-11
1773,554,3,2024-06-19
1774,581,4,2024-11-10
1775,570,4,2023-02-04
1776,646,1,2022-12-01
1777,916,3,2022-04-25
1778,459,5,2022-02-21
1779,316,3,2022-06-14
1780,963,2,2024-12-03
1781,124,5,2022-05-08
1782,936,1,2022-07-24
1783,772,3,2023-11-18
1784,716,4,2024-10-20
1785,815,4,2024-08-09
1786,450,4,2022-05-26
1787,599,3,2022-09-22
1788,275,5,2024-03-28
1789,756,1,2022-07-17
1790,496,1,2022-11-10
1791,810,1,2024-07-10
1792,433,3,2023-11-10
1793,77,4,2024-08-13
1794,777,1,2022-09-22
1795,906,2,2023-02-26
1796,569,1,2023-05-31
1797,721,3,2023-04-17
1798,313,4,2024-10-30
1799,895,2,2024-06-20
1800,472,2,2023-10-23
1801,883,2,2022-11-01
1802,61,5,2023-12-25
1803,652,5,2023-01-09
1804,545,3,2024-12-09
1805,578,5,2024-08-29
1806,803,2,2024-01-09
1807,726,5,2024-10-18
1808,179,4,2022-12-18
1809,635,5,2023-01-25
1810,221,3,2024-08-25
1811,914,1,2022-12-01
1812,717,3,2022-03-03
1813,916,5,2023-05-13
1814,590,5,2024-04-01
1815,682,4,2023-02-05
1816,732,5,2024-12-18
1817,316,4,2023-08-10
1818,547,3,2023-06-30
1819,139,4,2023-05-24
1820,600,5,2023-04-22
1821,327,4,2023-12-12
1822,135,2,2022-06-08
1823,567,5,2024-05-02
1824,678,4,2024-04-09
1825,171,2,2024-08-27
1826,255,3,2023-04-08
1827,851,2,2023-10-01
1828,917,1,2024-03-10
1829,646,2,2022-04-26
1830,873,1,2024-04-21
1831,435,2,2023-05-19
1832,277,1,2022-08-27
1833,269,2,2022-07-08
1834,384,4,2023-02-06
1835,262,3,2022-12-29
1836,996,4,2023-03-10
1837,411,2,2024-12-17
1838,570,4,2023-01-08
1839,909,2,2023-02-04
1840,374,4,2022-03-07
1841,291,3,2023-06-30
1842,373,3,2022-08-29
1843,758,3,2023-02-21
1844,278,3,2022-10-29
1845,87,1,2022-08-04
1846,479,3,2023-06-28
1847,911,5,2023-06-27
1848,301,5,2023-11-12
1849,490,3,2022-12-08
1850,784,1,2024-12-24
1851,736,3,2023-01-03
1852,877,3,2024-02-15
1853,244,5,2022-08-13
1854,921,3,2022-06-02
1855,166,5,2022-08-16
1856,126,4,2023-07-14
1857,771,4,2022-12-22
1858,924,3,2024-03-04
1859,296,2,2024-10-23
1860,453,2,2023-06-03
1861,452,2,2023-10-24
1862,220,5,2024-12-17
1863,904,4,2024-02-07
1864,784,5,2022-08-31
1865,369,2,2022-01-05
1866,63,4,2023-10-10
1867,829,1,2023-06-19
1868,378,1,2024-12-19
1869,226,3,2024-09-10
1870,905,5,2022-12-30
1871,940,2,2022-04-10
1872,348,4,2022-12-18
1873,267,3,2023-02-07
1874,79,1,2024-10-27
1875,94,2,2023-05-30
1876,415,3,2023-05-04
1877,761,4,2024-12-31
1878,656,4,2022-12-11
1879,316,2,2022-04-08
1880,838,1,2023-07-05
1881,648,4,2022-01-28
1882,436,4,2024-03-08
1883,117,1,2024-02-13
1884,829,5,2024-04-26
1885,249,4,2023-09-26
1886,622,1,2022-10-29
1887,819,1,2024-11-28
1888,935,4,2022-03-17
1889,396,3,2022-01-19
1890,435,1,2023-06-30
1891,449,1,2023-12-18
1892,596,1,2022-07-29
1893,111,2,2023-10-15
1894,3,2,2023-01-27
1895,84,4,2022-04-01
1896,2,3,2022-04-18
1897,192,4,2022-12-05
1898,572,5,2024-05-01
1899,809,5,2023-04-10
1900,655,2,2022-08-20
1901,948,2,2022-05-04
1902,568,4,2022-06-13
1903,271,5,2023-08-28
1904,145,3,2022-03-17
1905,871,4,2024-03-20
1906,782,4,2024-07-16
1907,518,3,2022-12-02
1908,34,1,2022-05-19
1909,293,1,2023-07-24
1910,859,3,2022-10-07
1911,264,4,2022-01-29
1912,658,4,2023-04-02
1913,863,4,2022-12-14
1914,253,5,2024-05-16
1915,70,3,2024-01-25
1916,174,5,2023-10-22
1917,758,5,2023-07-14
1918,468,3,2024-08-21
1919,715,4,2023-03-13
1920,917,4,2024-10-28
1921,175,5,2023-04-16
1922,30,3,2023-10-06
1923,511,4,2024-08-18
1924,676,5,2024-12-30
1925,869,2,2024-03-09
1926,455,4,2022-02-02
1927,481,3,2022-07-24
1928,42,3,2023-03-24
1929,620,3,2022-07-31
1930,325,1,2023-07-29
1931,837,2,2022-04-25
1932,999,2,2023-11-30
1933,997,4,2022-02-22
1934,896,2,2024-12-22
1935,365,5,2024-04-19
1936,634,4,2024-05-21
1937,734,1,2024-05-08
1938,217,3,2023-09-22
1939,693,4,2024-03-15
1940,18,4,2023-10-31
1941,866,1,2022-12-18
1942,90,1,2022-07-01
1943,513,3,2022-09-23
1944,399,2,2022-10-08
1945,389,3,2023-08-09
1946,937,1,2024-12-14
1947,24,2,2023-07-23
1948,354,5,2023-08-24
1949,63,5,2023-12-16
1950,806,5,2023-04-25
1951,330,4,2024-02-04
1952,247,3,2022-11-19
1953,821,3,2023-05-16
1954,482,4,2023-11-09
1955,39,4,2024-05-04
1956,944,3,2023-10-23
1957,470,2,2024-09-22
1958,897,3,2023-12-24
1959,745,2,2023-11-08
1960,78,2,2022-12-16
1961,966,3,2023-08-18
1962,430,4,2022-04-16
1963,85,4,2023-10-27
1964,792,2,2022-11-20
1965,873,4,2022-12-25
1966,637,3,2024-05-26
1967,336,2,2023-03-05
1968,806,5,2024-03-24
1969,509,3,2022-04-19
1970,146,1,2023-04-04
1971,681,5,2023-11-27
1972,276,1,2024-06-15
1973,1,1,2023-06-22
1974,778,1,2023-12-03
1975,585,1,2022-09-21
1976,290,2,2024-04-29
1977,578,3,2024-08-20
1978,911,3,2023-03-30
1979,858,5,2023-11-29
1980,71,2,2024-09-14
1981,385,2,2023-11-15
1982,165,5,2023-08-06
1983,428,1,2023-10-02
1984,134,4,2022-12-10
1985,23,3,2022-05-02
1986,524,3,2022-10-16
1987,23,4,2023-05-19
1988,210,3,2024-04-14
1989,79,1,2024-12-15
1990,614,4,2024-12-12
1991,508,2,2024-07-08
1992,148,5,2023-01-03
1993,667,4,2023-12-17
1994,618,2,2023-03-24
1995,709,5,2022-03-26
1996,294,1,2022-05-16
1997,493,1,2024-02-27
1998,50,2,2023-02-19
1999,849,2,2022-05-06
2000,517,3,2023-08-21
2001,289,1,2024-12-19
2002,666,3,2023-05-27
2003,430,4,2022-04-22
2004,681,2,2022-02-02
2005,646,5,2023-02-12
2006,90,2,2024-08-23
2007,933,5,2022-04-09
2008,749,2,2022-05-17
2009,33,5,2023-05-08
2010,953,4,2024-09-21
2011,743,4,2024-10-18
2012,963,4,2024-08-07
2013,466,2,2024-05-02
2014,351,4,2024-02-13
2015,319,3,2023-12-15
2016,306,3,2022-04-30
2017,214,3,2024-10-29
2018,114,5,2023-11-09
2019,826,3,2023-02-18
2020,367,1,2022-08-09
2021,924,1,2022-10-14
2022,391,5,2023-02-23
2023,588,3,2024-01-31
2024,211,2,2022-04-11
2025,551,5,2022-10-05
2026,197,2,2023-01-22
2027,669,1,2023-02-26
2028,374,1,2023-09-30
2029,998,5,2023-10-07
2030,345,1,2024-08-09
2031,24,2,2024-02-11
2032,257,1,2024-06-04
2033,142,4,2022-01-30
2034,395,4,2023-07-31
2035,735,1,2023-10-18
2036,648,1,2023-09-01
2037,314,5,2024-09-04
2038,448,2,2022-08-08
2039,955,4,2023-08-09
2040,576,2,2023-06-07
2041,677,2,2024-07-17
2042,714,5,2024-07-17
2043,256,1,2022-12-23
2044,598,3,2022-04-20
2045,448,5,2023-11-02
2046,845,4,2022-12-12
2047,354,2,2022-03-10
2048,162,2,2024-01-10
2049,520,5,2023-02-27
2050,465,4,2022-08-17
2051,165,3,2023-01-06
2052,550,3,2024-12-22
2053,785,5,2022-06-23
2054,606,5,2023-09-07
2055,851,5,2024-01-04
2056,975,1,2024-02-26
2057,695,3,2022-05-18
2058,768,5,2023-07-20
2059,322,4,2023-08-24
2060,306,4,2023-05-30
2061,786,3,2022-10-23
2062,244,5,2022-01-13
2063,31,3,2022-05-29
2064,992,3,2022-12-14
2065,311,2,2024-12-13
2066,385,4,2024-01-19
