order_item_id,order_id,product_id,quantity
1520,963,8,1
1521,2915,13,3
1522,1606,13,4
1523,4065,3,2
1524,3285,10,4
1525,5783,7,3
1526,684,10,3
1527,1383,6,5
1528,6184,5,2
1529,1141,11,2
1530,6806,10,5
1531,5407,11,2
1532,6750,15,5
1533,4655,7,3
1534,4884,14,3
1535,3590,15,3
1536,4504,8,2
1537,2839,6,1
1538,5481,16,1
1539,5599,13,3
1540,54,14,3
1541,724,5,2
1542,5670,3,3
1543,2302,2,2
1544,2525,9,4
1545,4121,7,1
1546,3708,11,1
1547,877,13,2
1548,1162,16,1
1549,1553,9,5
1550,943,9,1
1551,136,12,2
1552,3117,13,2
1553,6727,14,3
1554,1370,15,2
1555,5984,3,2
1556,3328,9,3
1557,2334,7,4
1558,3985,14,5
1559,5308,16,5
1560,3552,16,3
1561,3194,16,2
1562,3166,17,4
1563,5811,7,1
1564,6455,3,2
1565,1689,8,2
1566,4000,5,1
1567,6799,15,1
1568,1401,14,4
1569,989,13,1
1570,2430,10,5
1571,771,12,1
1572,2525,15,3
1573,3461,4,4
1574,6055,2,2
1575,4463,10,5
1576,2673,5,4
1577,240,14,5
1578,1507,6,5
1579,3756,11,4
1580,587,10,1
1581,6172,1,5
1582,3116,13,1
1583,5509,12,5
1584,1391,7,2
1585,5995,11,4
1586,4324,2,5
1587,4135,11,1
1588,3470,1,2
1589,450,8,3
1590,6029,16,1
1591,642,6,1
1592,1125,16,2
1593,201,5,2
1594,4327,12,5
1595,6820,11,1
1596,5688,5,5
1597,5130,5,1
1598,3807,5,2
1599,1614,2,2
1600,1987,12,5
1601,1230,8,2
1602,4722,12,1
1603,865,4,2
1604,5133,16,4
1605,6516,8,5
1606,6748,15,5
1607,1289,15,5
1608,3833,13,4
1609,4371,6,2
1610,3208,1,5
1611,5852,10,2
1612,1067,13,4
1613,2696,4,3
1614,2095,9,5
1615,3087,11,4
1616,2219,7,1
1617,3301,5,1
1618,3131,17,1
1619,2535,10,5
1620,5034,4,5
1621,4144,15,2
1622,413,6,5
1623,4211,3,1
1624,1708,1,1
1625,4242,9,2
1626,5300,7,5
1627,981,10,1
1628,4745,4,1
1629,5741,15,5
1630,3361,8,2
1631,174,11,1
1632,3724,9,5
1633,2784,2,3
1634,2318,8,2
1635,3613,4,5
1636,1361,1,2
1637,5785,17,3
1638,5324,9,1
1639,6523,14,1
1640,5523,13,5
1641,1746,14,2
1642,2237,2,5
1643,6071,17,3
1644,940,14,2
1645,1088,8,5
1646,851,7,4
1647,115,11,4
1648,5833,10,1
1649,309,8,4
1650,3367,6,2
1651,3395,11,5
1652,2194,4,3
1653,1054,12,5
1654,1724,17,3
1655,686,14,2
1656,2580,16,5
1657,601,4,4
1658,2318,9,4
1659,3364,17,3
1660,6603,16,1
1661,6743,7,2
1662,5609,2,1
1663,6358,2,2
1664,6817,4,3
1665,4272,11,1
1666,6874,4,5
1667,3012,17,1
1668,990,2,1
1669,2337,13,1
1670,1079,7,3
1671,2048,11,5
1672,3254,17,2
1673,4180,1,1
1674,6428,9,1
1675,4407,4,2
1676,5680,8,3
1677,3513,8,1
1678,3270,16,4
1679,3238,2,2
1680,3711,4,4
1681,4596,6,4
1682,4331,9,4
1683,4200,15,1
1684,4467,3,5
1685,1629,8,3
1686,4085,15,1
1687,2852,3,1
1688,5312,9,4
1689,1906,1,5
1690,251,6,5
1691,1349,4,2
1692,932,3,3
1693,6870,17,2
1694,2549,3,3
1695,6046,8,1
1696,2245,10,3
1697,3128,15,5
1698,5135,10,2
1699,6525,11,5
1700,3381,8,3
1701,4749,1,1
1702,750,15,4
1703,4309,8,2
1704,2268,12,1
1705,502,9,1
1706,5067,12,1
1707,5461,3,2
1708,5158,2,2
1709,216,15,4
1710,3197,3,4
1711,35,13,1
1712,3177,13,5
1713,6011,9,4
1714,2547,5,1
1715,4910,17,4
1716,1037,17,3
1717,6295,17,1
1718,4194,4,5
1719,3189,13,5
1720,1145,8,3
1721,2085,9,1
1722,2676,12,4
1723,1165,10,4
1724,6194,15,2
1725,680,8,5
1726,3359,7,4
1727,1252,1,5
1728,610,14,1
1729,5416,9,5
1730,5547,10,1
1731,3909,6,2
1732,560,1,1
1733,3596,2,4
1734,3470,17,4
1735,1989,15,2
1736,819,12,5
1737,4719,7,3
1738,4208,9,1
1739,6609,10,4
1740,323,12,4
1741,724,6,4
1742,2603,13,3
1743,3147,9,1
1744,5576,14,3
1745,3237,13,4
1746,3749,4,3
1747,3756,4,1
1748,6736,4,2
1749,320,16,1
1750,857,17,1
1751,5674,11,5
1752,6292,7,3
1753,4667,14,4
1754,5171,6,4
1755,1495,12,3
1756,1125,12,4
1757,3450,3,3
1758,232,8,2
1759,2845,17,3
1760,4387,2,5
1761,3423,3,5
1762,3532,17,2
1763,6160,1,3
1764,1673,9,2
1765,1320,16,5
1766,3061,7,2
1767,6769,4,1
1768,529,8,2
1769,4776,7,1
1770,4630,1,3
1771,61,2,2
1772,4014,14,3
1773,4540,10,5
1774,5419,1,1
1775,2491,2,3
1776,3545,11,1
1777,1213,12,4
1778,4492,16,1
1779,5510,2,5
1780,2662,2,2
1781,5589,15,5
1782,4618,1,3
1783,3203,7,4
1784,4954,3,5
1785,6249,4,5
1786,6268,7,5
1787,3441,9,5
1788,6179,7,4
1789,1091,14,5
1790,3397,3,4
1791,5739,7,4
1792,3647,16,1
1793,3731,15,3
1794,1518,14,5
1795,5789,10,2
1796,5644,13,5
1797,814,12,3
1798,5795,15,5
1799,4459,3,3
1800,789,5,3
1801,2687,6,4
1802,6163,16,1
1803,2963,2,5
1804,6592,16,3
1805,2769,2,3
1806,3523,6,3
1807,2420,3,5
1808,6086,13,4
1809,4232,12,1
1810,831,8,5
1811,925,7,5
1812,3779,2,4
1813,2281,3,3
1814,1379,1,1
1815,1973,9,5
1816,6682,10,2
1817,4523,6,5
1818,5438,3,3
1819,137,10,4
1820,1450,10,4
1821,4366,14,2
1822,6517,12,4
1823,6166,6,2
1824,3364,6,4
1825,1862,8,1
1826,4109,1,2
1827,2506,11,3
1828,2539,13,5
1829,2321,8,2
1830,6842,3,1
1831,4865,11,3
1832,4926,13,5
1833,3430,4,4
1834,3773,7,1
1835,6405,16,5
1836,25,3,5
1837,5004,17,3
1838,3251,15,4
1839,559,15,1
1840,4889,12,1
1841,760,2,2
1842,5856,12,4
1843,5973,6,3
1844,3953,13,2
1845,565,2,5
1846,276,5,5
1847,212,12,4
1848,6211,11,3
1849,191,1,1
1850,6269,9,3
1851,2247,3,3
1852,3494,13,2
1853,339,12,4
1854,1282,16,3
1855,3554,5,2
1856,179,6,1
1857,3695,11,5
1858,4656,6,5
1859,1738,1,3
1860,1589,15,1
1861,963,8,4
1862,5808,13,1
1863,5449,15,2
1864,40,7,2
1865,5996,9,5
1866,4980,7,2
1867,1864,15,4
1868,2996,14,4
1869,3899,9,4
1870,3179,11,2
1871,6806,6,3
1872,957,10,5
1873,2318,5,4
1874,5322,17,5
1875,5966,2,4
1876,3616,12,4
1877,5191,10,4
1878,6498,12,5
1879,2776,15,5
1880,3046,13,3
1881,3004,3,5
1882,1471,9,2
1883,3674,8,3
1884,3162,5,5
1885,5476,12,1
1886,3265,12,2
1887,1504,17,4
1888,1703,11,1
1889,709,15,4
1890,4345,13,2
1891,2127,3,3
1892,2332,16,4
1893,3616,10,4
1894,3339,7,5
1895,3652,3,1
1896,1584,3,5
1897,4399,15,2
1898,4074,16,5
1899,3426,2,4
1900,5468,17,5
1901,5488,13,4
1902,5470,10,2
1903,76,11,1
1904,5446,11,4
1905,4383,10,4
1906,1438,5,1
1907,3320,7,3
1908,6322,14,3
1909,759,13,3
1910,6324,4,3
1911,1907,3,2
1912,522,10,1
1913,5544,8,5
1914,1027,17,4
1915,5108,2,5
1916,6134,14,5
1917,3500,11,1
1918,5235,9,4
1919,6866,14,1
1920,6418,4,4
1921,116,12,5
1922,1941,14,4
1923,304,4,3
1924,3028,6,2
1925,3176,10,1
1926,6046,5,3
1927,3161,12,3
1928,1264,12,4
1929,4598,15,2
1930,2599,4,4
1931,4449,8,2
1932,47,6,2
1933,6539,15,1
1934,677,7,1
1935,4100,2,1
1936,1173,3,3
1937,4922,17,1
1938,262,9,4
1939,5618,11,3
1940,2949,15,4
1941,2021,10,2
1942,1227,6,2
1943,4968,3,2
1944,1044,3,5
1945,6489,8,4
1946,3197,9,5
1947,4240,8,3
1948,4814,17,1
1949,4296,9,4
1950,4919,17,4
1951,1691,5,5
1952,6403,15,3
1953,4182,9,3
1954,3498,5,4
1955,877,7,4
1956,437,5,3
1957,2449,13,5
1958,4303,9,3
1959,4620,1,5
1960,503,13,4
1961,6663,1,5
1962,2433,15,5
1963,1626,2,4
1964,1205,14,3
1965,3322,11,5
1966,4358,16,2
1967,2193,9,3
1968,3186,8,1
1969,1166,17,3
1970,6527,5,1
1971,4745,6,4
1972,2505,8,5
1973,6777,2,5
1974,4225,3,1
1975,1174,5,1
1976,1489,3,3
1977,5373,4,2
1978,5288,17,3
1979,642,7,4
1980,4175,9,1
1981,2660,10,1
1982,5858,13,3
1983,1354,8,4
1984,65,1,5
1985,3703,16,4
1986,3046,3,5
1987,442,2,2
1988,1442,6,4
1989,218,16,2
1990,2351,15,5
1991,6120,10,2
1992,1317,14,4
1993,2102,10,4
1994,2230,8,1
1995,6361,2,2
1996,1150,7,2
1997,4463,12,3
1998,1989,15,4
1999,3942,8,1
2000,6120,12,5
2001,2809,6,1
2002,5087,14,3
2003,6243,11,5
2004,5020,14,5
2005,1217,5,3
2006,1688,3,2
2007,5574,3,2
2008,2915,12,5
2009,4111,17,2
2010,6025,6,2
2011,172,16,5
2012,979,9,1
2013,1046,11,4
2014,170,14,4
2015,480,15,4
2016,6813,6,3
2017,2078,11,3
2018,6031,16,3
2019,5359,15,1
2020,845,8,1
2021,3063,14,5
2022,6831,16,2
2023,960,2,2
2024,2446,6,4
2025,6590,10,3
2026,4927,14,2
2027,4685,9,4
2028,4329,10,3
2029,4207,7,1
2030,6615,1,5
2031,120,7,3
2032,4545,12,5
2033,5833,16,2
2034,3097,7,2
2035,5694,16,3
2036,283,6,4
2037,5193,3,5
2038,1267,13,3
2039,1510,4,1
2040,1418,8,5
2041,6400,15,2
2042,6997,17,5
2043,255,16,2
2044,3562,14,3
2045,4663,16,1
2046,3103,11,5
2047,5820,1,1
2048,4614,13,3
2049,1808,8,3
2050,3392,5,2
2051,4761,11,1
2052,1411,3,1
2053,990,17,4
2054,44,2,1
2055,329,5,2
2056,1048,2,3
2057,1932,5,2
2058,349,8,5
2059,5886,12,4
2060,6278,2,5
2061,4680,17,1
2062,2388,14,4
2063,581,15,1
2064,6847,1,1
2065,2343,16,5
2066,1486,9,4
2067,6754,12,5
2068,5029,4,1
2069,3991,7,5
2070,361,13,4
2071,2656,2,4
2072,4219,17,5
2073,2991,15,4
2074,6381,2,2
2075,3809,7,1
2076,3480,1,2
2077,6793,12,1
2078,1260,10,3
2079,128,13,2
2080,1038,15,1
2081,5660,12,2
2082,6917,9,1
2083,5416,14,5
2084,6666,9,3
2085,3533,10,4
2086,4398,14,4
2087,3825,13,3
2088,3373,4,3
2089,1359,17,3
2090,69,1,1
2091,6844,1,1
2092,1735,15,3
2093,1568,15,5
2094,2222,16,1
2095,142,16,2
2096,4159,6,2
2097,1479,5,3
2098,6940,8,2
2099,3940,14,2
2100,5261,5,2
2101,5904,8,3
2102,2700,2,1
2103,2805,9,1
2104,3857,16,4
2105,3024,15,5
2106,3454,14,1
2107,347,2,1
2108,156,12,5
2109,707,4,5
2110,3123,6,3
2111,4093,8,5
2112,1764,7,3
2113,4164,3,3
2114,460,5,4
2115,4824,13,2
2116,707,11,3
2117,5189,12,5
2118,392,1,5
2119,3940,12,4
2120,6327,11,4
2121,2692,4,2
2122,899,17,2
2123,6025,5,2
2124,4024,2,5
2125,2301,9,3
2126,3180,11,1
2127,864,7,5
2128,718,8,5
2129,3006,10,1
2130,4499,10,2
2131,5048,8,2
2132,3301,9,3
2133,3716,2,1
2134,3850,15,2
2135,1873,16,1
2136,548,2,4
2137,2961,7,4
2138,363,12,3
2139,6472,16,1
2140,1507,16,5
2141,1909,3,1
2142,4375,5,4
2143,1352,16,4
2144,2569,14,5
2145,4961,1,4
2146,5695,1,3
2147,949,17,4
2148,5049,13,1
2149,5004,12,4
2150,3301,4,1
2151,6717,6,5
2152,4729,5,1
2153,5785,1,4
2154,2566,17,4
2155,2493,8,3
2156,4605,8,1
2157,4794,16,3
2158,1829,7,4
2159,1624,4,3
2160,4738,5,5
2161,5157,14,5
2162,774,17,4
2163,984,16,3
2164,5299,13,5
2165,3539,7,3
2166,2599,9,5
2167,3130,9,2
2168,1414,1,4
2169,6630,5,3
2170,6339,11,5
2171,6339,8,1
2172,89,7,3
2173,4381,2,5
2174,6366,15,3
2175,3324,8,3
2176,6099,10,5
2177,794,2,5
2178,4242,12,2
2179,2378,8,1
2180,4981,6,4
2181,5938,6,4
2182,6928,15,5
2183,6418,7,3
2184,386,16,5
2185,6843,7,2
2186,4112,3,5
2187,729,13,4
2188,705,16,4
2189,5452,4,1
2190,56,8,3
2191,357,6,1
2192,4026,8,4
2193,542,16,3
2194,2617,15,3
2195,865,16,5
2196,544,17,3
2197,5234,17,1
2198,148,2,1
2199,6158,1,1
2200,1866,8,1
2201,6829,6,1
2202,2264,1,3
2203,66,3,1
2204,5953,8,5
2205,1325,4,3
2206,5411,3,5
2207,1229,15,4
2208,1207,9,3
2209,2047,15,4
2210,2368,11,4
2211,619,17,3
2212,3493,4,3
2213,5639,7,2
2214,3254,11,5
2215,6228,15,3
2216,3993,2,5
2217,855,10,5
2218,3780,4,5
2219,1517,1,5
2220,6459,8,2
2221,4278,5,4
2222,2848,14,1
2223,4642,16,5
2224,5203,13,5
2225,578,5,4
2226,3303,14,5
2227,4754,4,4
2228,5978,6,4
2229,3712,1,5
2230,6651,14,4
2231,2909,15,3
2232,4416,14,3
2233,6881,15,4
2234,5437,11,5
2235,3801,16,4
2236,3952,7,5
2237,129,2,4
2238,2606,2,4
2239,4297,5,2
2240,5372,8,4
2241,1926,8,5
2242,1957,9,4
2243,6327,10,1
2244,5442,6,4
2245,4086,17,4
2246,6685,11,4
2247,428,15,2
2248,5282,12,3
2249,6883,13,1
2250,6094,12,2
2251,667,15,2
2252,1109,3,2
2253,1785,1,3
2254,4211,15,5
2255,4783,6,5
2256,4304,1,2
2257,5852,6,5
2258,5379,12,3
2259,6367,16,4
2260,5067,7,1
2261,4195,17,5
2262,1764,16,1
2263,3594,3,5
2264,6421,1,4
2265,1044,7,1
2266,2833,10,2
2267,6332,10,3
2268,5118,3,5
2269,6772,16,3
2270,6964,15,1
2271,5228,10,5
2272,6084,13,4
2273,1017,4,4
2274,6181,6,3
2275,4995,17,3
2276,6789,13,2
2277,2098,7,4
2278,3062,2,5
2279,2054,4,4
2280,1158,13,4
2281,1463,9,1
2282,4141,13,2
2283,4585,16,1
2284,683,8,2
2285,6941,4,3
2286,6989,13,4
2287,3677,2,1
2288,5546,3,5
2289,3811,4,4
2290,911,1,3
2291,6440,11,5
2292,4689,6,1
2293,3903,3,5
2294,4983,1,2
2295,1413,3,2
2296,858,13,1
2297,2566,2,2
2298,2560,13,1
2299,5194,3,4
2300,1950,10,1
2301,3953,9,1
2302,2285,14,3
2303,2984,10,3
2304,704,6,2
2305,1692,11,3
2306,4809,3,4
2307,6503,10,5
2308,714,12,4
2309,3328,7,1
2310,5655,7,4
2311,1637,8,5
2312,3376,10,5
2313,3274,11,1
2314,447,15,3
2315,2146,7,3
2316,1470,11,1
2317,527,3,4
2318,2998,8,4
2319,2128,15,1
2320,6612,13,4
2321,5025,14,4
2322,3977,17,1
2323,6736,7,3
2324,529,10,3
2325,1227,9,3
2326,4486,14,3
2327,6316,3,3
2328,1771,12,1
2329,4676,1,3
2330,1609,12,1
2331,6828,17,3
2332,322,13,2
2333,4904,5,5
2334,5826,9,4
2335,2982,4,2
2336,1187,15,1
2337,403,2,3
2338,5065,4,2
2339,3517,9,2
2340,4231,9,4
2341,5828,1,5
2342,4596,4,5
2343,6561,6,1
2344,2969,2,5
2345,779,13,2
2346,1959,5,2
2347,6703,13,2
2348,2604,8,2
2349,4526,14,3
2350,4011,4,1
2351,5689,6,3
2352,4702,4,2
2353,4185,7,1
2354,218,14,2
2355,1958,4,5
2356,1736,6,3
2357,2983,4,4
2358,4046,3,4
2359,3688,13,1
2360,5587,14,1
2361,4026,3,1
2362,3870,5,5
2363,1224,8,2
2364,5761,11,5
2365,1007,8,2
2366,2961,7,1
2367,3059,8,3
2368,3538,6,5
2369,3772,5,3
2370,2901,1,3
2371,5888,1,5
2372,2079,4,3
2373,6500,15,4
2374,738,14,5
2375,1359,6,1
2376,4393,5,3
2377,2339,13,5
2378,1320,4,4
2379,1595,13,2
2380,4898,16,1
2381,1737,17,4
2382,6991,10,4
2383,1890,5,2
2384,1784,5,2
2385,2067,6,4
2386,1639,15,5
2387,5940,7,4
2388,4198,3,2
2389,2789,9,1
2390,2406,11,2
2391,4272,16,5
2392,2295,16,3
2393,5006,1,3
2394,2115,15,3
2395,5707,3,4
2396,3476,10,2
2397,2238,9,1
2398,29,12,4
2399,4803,10,1
2400,3168,11,2
2401,6191,12,2
2402,1447,8,2
2403,2197,10,3
2404,5430,8,3
2405,5955,12,1
2406,4725,12,3
2407,43,15,4
2408,2607,9,4
2409,1117,4,3
2410,5479,15,1
2411,3506,14,2
2412,2837,1,1
2413,5783,14,2
2414,1534,1,3
2415,1599,15,4
2416,1024,9,5
2417,2337,16,2
2418,2309,17,3
2419,4788,5,4
2420,960,12,2
2421,4251,8,1
2422,2644,14,5
2423,1094,2,5
2424,386,17,2
2425,175,16,5
2426,6994,1,5
2427,4109,17,2
2428,1402,2,5
2429,6777,5,3
2430,1450,4,1
2431,5299,9,2
2432,1602,12,3
2433,4024,3,2
2434,407,6,4
2435,6378,5,5
2436,6930,1,2
2437,2582,3,1
2438,127,6,2
2439,3926,5,3
2440,6862,15,5
2441,6469,17,5
2442,2029,11,5
2443,5664,9,2
2444,1384,14,1
2445,1901,6,2
2446,2455,2,5
2447,37,15,4
2448,5258,2,1
2449,1909,16,5
2450,853,16,1
2451,6447,12,1
2452,3112,11,2
2453,2406,13,1
2454,4148,17,5
2455,6523,12,5
2456,1325,2,5
2457,2676,4,3
2458,691,6,2
2459,5293,17,4
2460,3140,2,1
2461,4691,15,3
2462,4734,9,1
2463,843,15,1
2464,3058,2,2
2465,3324,10,5
2466,5904,16,2
2467,3861,5,3
2468,5028,1,1
2469,1196,11,5
2470,4718,14,5
2471,2288,17,2
2472,2205,8,2
2473,4624,15,5
2474,5410,14,4
2475,610,11,3
2476,5384,6,5
2477,5652,11,5
2478,4874,11,4
2479,670,10,4
2480,5501,16,1
2481,365,15,1
2482,4917,3,1
2483,1903,12,2
2484,1794,13,2
2485,2862,5,1
2486,5125,16,2
2487,1655,9,1
2488,2773,3,3
2489,2626,14,4
2490,2029,4,3
2491,5462,8,5
2492,3820,2,4
2493,901,3,3
2494,2490,5,1
2495,921,17,5
2496,5085,11,5
2497,2104,4,5
2498,1212,13,3
2499,5501,11,1
2500,3899,7,2
2501,3227,13,4
2502,2503,4,3
2503,1828,3,2
2504,6464,15,3
2505,191,1,1
2506,4644,2,1
2507,6765,4,1
2508,3358,8,5
2509,1349,6,3
2510,6863,9,2
2511,1302,13,3
2512,6333,9,5
2513,6743,11,1
2514,5457,17,5
2515,5124,17,1
2516,5258,16,5
2517,5357,11,3
2518,533,15,5
2519,924,12,3
2520,1954,13,5
2521,4572,2,2
2522,2210,12,5
2523,5847,9,5
2524,4870,7,1
2525,2324,9,1
2526,4297,2,5
2527,570,2,1
2528,3412,11,4
2529,5024,3,5
2530,4390,7,2
2531,1562,3,4
2532,3856,6,4
2533,6548,13,3
2534,141,8,1
2535,3662,12,1
2536,2759,1,4
2537,2279,1,5
2538,945,2,4
2539,3666,4,1
2540,4713,4,4
2541,5111,13,3
2542,803,1,3
2543,4959,6,1
2544,4427,13,3
2545,1763,16,3
2546,4745,9,3
2547,5658,12,5
2548,1604,7,1
2549,4303,12,4
2550,3156,11,3
2551,4627,8,3
2552,3787,17,1
2553,6497,5,4
2554,4237,17,1
2555,60,16,5
2556,3080,8,2
2557,483,3,5
2558,3804,2,2
2559,188,16,5
2560,989,15,4
2561,1054,8,2
2562,2680,11,5
2563,4459,4,1
2564,5299,4,2
2565,6044,15,4
2566,3430,4,3
2567,6974,4,5
2568,242,15,5
2569,2180,10,2
2570,2157,13,4
2571,3562,1,1
2572,2081,5,3
2573,4983,15,4
2574,2586,16,1
2575,1505,11,3
2576,2444,12,5
2577,2469,15,5
2578,5445,12,1
2579,4875,13,1
2580,2083,1,1
2581,6799,9,1
2582,5675,1,3
2583,2487,10,3
2584,4682,14,2
2585,5318,12,2
2586,6786,4,4
2587,2862,8,5
2588,6760,15,2
2589,6506,2,4
2590,3308,13,4
2591,3982,12,2
2592,6938,9,3
2593,1489,1,2
2594,851,11,4
2595,4827,16,1
2596,3313,12,5
2597,539,4,2
2598,2273,12,1
2599,6519,16,4
2600,4512,8,4
2601,1833,11,1
2602,5535,14,5
2603,400,4,5
2604,1140,5,4
2605,982,14,4
2606,1404,7,5
2607,5294,8,3
2608,1477,14,1
2609,696,15,4
2610,1421,14,3
2611,2751,17,1
2612,6864,7,2
2613,6496,14,1
2614,1556,11,3
2615,1119,15,1
2616,674,5,2
2617,1657,5,1
2618,423,6,3
2619,5604,8,1
2620,2257,13,4
2621,6015,10,1
2622,6397,15,1
2623,4461,12,2
2624,1905,4,1
2625,2787,13,3
2626,5711,17,2
2627,2653,14,2
2628,6885,15,3
2629,1584,4,5
2630,2119,8,2
2631,3103,10,5
2632,1235,4,3
2633,1230,14,3
2634,2981,17,4
2635,6158,3,4
2636,3146,7,5
2637,1715,2,2
2638,1087,6,1
2639,3556,17,1
2640,3821,1,1
2641,4194,5,1
2642,6815,11,3
2643,4009,9,1
2644,1097,12,1
2645,1462,4,5
2646,4475,7,2
2647,2379,1,1
2648,3844,3,5
2649,2492,9,3
2650,5157,12,4
2651,3580,13,5
2652,6187,13,2
2653,2817,7,4
2654,3698,4,1
2655,3978,4,2
2656,354,8,3
2657,3005,16,3
2658,1001,15,3
2659,3119,12,5
2660,5908,6,2
2661,48,2,2
2662,1515,10,2
2663,1058,8,4
2664,751,13,4
2665,2549,8,2
2666,5424,7,3
2667,693,15,2
2668,537,3,1
2669,2595,5,5
2670,1325,15,1
2671,6869,7,1
2672,3455,16,4
2673,5166,9,2
2674,389,4,1
2675,4086,8,1
2676,329,3,1
2677,5019,4,1
2678,5579,9,4
2679,294,2,3
2680,1524,2,3
2681,4796,11,4
2682,3421,13,3
2683,729,1,2
2684,4492,12,2
2685,3869,6,2
2686,3764,17,2
2687,6767,6,5
2688,67,6,3
2689,6466,7,2
2690,2520,9,5
2691,4455,1,4
2692,6333,14,5
2693,6694,14,3
2694,3791,16,4
2695,2577,10,2
2696,4685,12,5
2697,1346,4,3
2698,3471,8,1
2699,1362,10,3
2700,5602,8,3
2701,3716,9,5
2702,5763,3,1
2703,3328,2,5
2704,2174,15,5
2705,5577,4,5
2706,1296,5,2
2707,1749,9,3
2708,5197,10,3
2709,3720,10,5
2710,2489,17,3
2711,6433,13,5
2712,6481,10,3
2713,2692,3,3
2714,1451,4,3
2715,3797,5,5
2716,6087,3,3
2717,1086,13,1
2718,3930,3,2
2719,1663,3,3
2720,1920,5,4
2721,3304,10,4
2722,945,5,2
2723,6008,12,3
2724,2163,12,2
2725,2745,4,2
2726,3617,6,1
2727,6752,14,4
2728,3616,7,1
2729,5081,15,5
2730,217,8,5
2731,5013,7,3
2732,3280,13,2
2733,417,16,3
2734,1738,4,5
2735,715,7,5
2736,1296,17,5
2737,6744,3,5
2738,6886,7,3
2739,108,15,2
2740,5099,17,3
2741,4360,11,3
2742,90,12,1
2743,3205,17,1
2744,2833,4,1
2745,2172,14,2
2746,3774,17,3
2747,3239,14,2
2748,585,16,4
2749,1328,15,2
2750,2538,8,5
2751,6785,4,3
2752,2205,12,4
2753,6764,12,1
2754,5812,9,5
2755,4936,15,3
2756,1668,2,1
2757,2426,9,4
2758,6141,7,2
2759,4458,9,3
2760,2657,10,3
2761,6552,1,1
2762,1025,5,2
2763,602,17,5
2764,2433,4,2
2765,647,5,1
2766,2932,8,1
2767,4536,17,5
2768,5837,8,1
2769,4636,5,2
2770,1242,2,2
2771,5878,10,1
2772,6631,16,4
2773,3339,15,1
2774,6719,13,5
2775,1650,6,5
2776,1349,13,4
2777,3674,10,1
2778,5601,1,1
2779,4902,16,4
2780,1814,11,3
2781,4755,14,2
2782,2993,12,5
2783,150,4,2
2784,744,7,3
2785,2724,7,1
2786,969,6,3
2787,1817,9,2
2788,3537,9,4
2789,3519,8,4
2790,505,14,4
2791,5200,11,4
2792,2445,10,1
2793,1725,3,3
2794,4220,6,2
2795,980,3,5
2796,5957,9,3
2797,6182,16,2
2798,155,12,3
2799,2624,8,2
2800,826,13,5
2801,6880,11,3
2802,2599,1,2
2803,3175,10,3
2804,113,12,5
2805,6688,7,4
2806,441,15,2
2807,1219,17,3
2808,6404,7,5
2809,1228,14,4
2810,4141,17,1
2811,803,1,4
2812,5181,11,2
2813,4344,12,3
2814,2553,7,1
2815,2573,6,2
2816,6118,14,1
2817,2086,4,4
2818,6791,8,4
2819,147,15,2
2820,4069,9,2
2821,240,2,3
2822,434,6,5
2823,2407,1,4
2824,4671,8,5
2825,3628,16,5
2826,4200,3,1
2827,2152,17,3
2828,4799,4,3
2829,6327,1,3
2830,2173,6,3
2831,4556,15,5
2832,2315,2,3
2833,859,10,4
2834,856,9,1
2835,5570,17,5
2836,3793,16,5
2837,6221,12,1
2838,2649,13,5
2839,4824,6,2
2840,4846,4,2
2841,3737,2,1
2842,3261,17,3
2843,5524,1,3
2844,5725,16,4
2845,5650,8,2
2846,94,10,4
2847,6345,4,3
2848,840,11,5
2849,1524,17,3
2850,1136,15,4
2851,4017,15,3
2852,840,14,3
2853,1983,15,3
2854,3344,13,4
2855,4554,11,4
2856,1688,15,1
2857,3096,10,2
2858,3253,3,1
2859,774,13,5
2860,3024,12,2
2861,2546,3,4
2862,964,14,5
2863,4047,10,4
2864,4487,6,3
2865,3333,8,3
2866,5998,7,2
2867,2660,3,1
2868,1005,3,1
2869,1357,17,2
2870,5683,4,3
2871,4683,3,3
2872,628,2,1
2873,736,5,1
2874,6608,3,4
2875,6654,10,4
2876,2116,3,3
2877,5625,16,5
2878,3574,4,5
2879,6646,9,2
2880,1547,17,1
2881,1525,3,2
2882,2110,11,5
2883,1263,9,4
2884,6141,1,5
2885,206,16,1
2886,4790,6,4
2887,4239,12,4
2888,2206,7,4
2889,5685,10,2
2890,2704,9,2
2891,5545,10,4
2892,498,6,4
2893,5117,4,3
2894,6750,10,4
2895,3324,14,5
2896,5127,5,1
2897,3964,6,5
2898,3762,5,2
2899,6421,8,1
2900,5900,17,4
2901,209,17,4
2902,5672,8,2
2903,6782,10,3
2904,2871,8,5
2905,3601,12,1
2906,4497,6,5
2907,5359,1,2
2908,4208,11,4
2909,5739,17,1
2910,1134,10,3
2911,16,5,4
2912,4240,7,4
2913,5671,5,4
2914,4524,9,5
2915,2426,4,3
2916,6617,15,5
2917,453,9,3
2918,3734,11,1
2919,2837,8,4
2920,5186,6,4
2921,5227,1,4
2922,173,5,2
2923,5599,17,2
2924,94,1,1
2925,5587,6,5
2926,3872,1,4
2927,5226,16,5
2928,1139,9,4
2929,2573,11,2
2930,40,5,2
2931,1483,6,1
2932,1047,17,5
2933,848,13,5
2934,172,7,3
2935,6715,7,2
2936,5873,5,2
2937,1364,16,2
2938,1848,10,3
2939,1133,9,1
