"order_date","product_name","product_categories","quantity","unit_price","total_price","day_of_week","week","month","year"
2024-03-31,Samsung,Phones,2,599,1198,0,13,3,2024
2024-03-31,Coffee Maker,Kitchen Appliances,2,89,178,0,13,3,2024
2024-03-31,Microwave Oven,Kitchen Appliances,2,99,198,0,13,3,2024
2024-03-31,Dell,Laptops,3,899,2697,0,13,3,2024
2024-03-31,Toaster,Kitchen Appliances,5,49,245,0,13,3,2024
2024-03-31,MacBook,Laptops,4,1299,5196,0,13,3,2024
2024-03-31,Samsung,Phones,4,599,2396,0,13,3,2024
2024-03-31,iPhone,Phones,3,699,2097,0,13,3,2024
2024-03-31,Mixer,Kitchen Appliances,1,59,59,0,13,3,2024
2024-03-31,iPhone,Phones,3,699,2097,0,13,3,2024
2024-03-31,Acer,Laptops,1,649,649,0,13,3,2024
2024-03-31,MacBook,Laptops,1,1299,1299,0,13,3,2024
2024-03-31,iPhone,Phones,1,699,699,0,13,3,2024
2024-03-31,Acer,Laptops,5,649,3245,0,13,3,2024
2024-03-31,Electric Kettle,Kitchen Appliances,3,39,117,0,13,3,2024
2024-03-31,iPhone,Phones,3,699,2097,0,13,3,2024
2024-03-31,iPhone,Phones,4,699,2796,0,13,3,2024
2024-03-31,Range Hood,Big Kitchen Appliances,2,450,900,0,13,3,2024
2024-03-30,Xiaomi,Phones,2,499,998,6,13,3,2024
2024-03-30,Samsung,Laptops,2,749,1498,6,13,3,2024
2024-03-30,HP,Laptops,4,799,3196,6,13,3,2024
2024-03-30,Dish Washer,Big Kitchen Appliances,3,700,2100,6,13,3,2024
2024-03-30,MacBook,Laptops,1,1299,1299,6,13,3,2024
2024-03-29,Microwave Oven,Kitchen Appliances,2,99,198,5,13,3,2024
2024-03-29,Range Hood,Big Kitchen Appliances,1,450,450,5,13,3,2024
2024-03-29,iPhone,Phones,2,699,1398,5,13,3,2024
2024-03-29,HP,Laptops,3,799,2397,5,13,3,2024
2024-03-29,Mixer,Kitchen Appliances,3,59,177,5,13,3,2024
2024-03-29,Microwave Oven,Kitchen Appliances,1,99,99,5,13,3,2024
2024-03-29,Stove,Big Kitchen Appliances,5,799,3995,5,13,3,2024
2024-03-29,Acer,Laptops,3,649,1947,5,13,3,2024
2024-03-28,Samsung,Laptops,5,749,3745,4,13,3,2024
2024-03-28,Samsung,Phones,2,599,1198,4,13,3,2024
2024-03-28,HP,Laptops,1,799,799,4,13,3,2024
2024-03-28,HP,Laptops,2,799,1598,4,13,3,2024
2024-03-28,Microwave Oven,Kitchen Appliances,3,99,297,4,13,3,2024
2024-03-28,Toaster,Kitchen Appliances,4,49,196,4,13,3,2024
2024-03-28,Coffee Maker,Kitchen Appliances,1,89,89,4,13,3,2024
2024-03-27,HP,Laptops,3,799,2397,3,13,3,2024
2024-03-27,Mixer,Kitchen Appliances,1,59,59,3,13,3,2024
2024-03-27,Toaster,Kitchen Appliances,3,49,147,3,13,3,2024
2024-03-27,HP,Laptops,4,799,3196,3,13,3,2024
2024-03-27,Samsung,Phones,4,599,2396,3,13,3,2024
2024-03-26,Electric Kettle,Kitchen Appliances,4,39,156,2,13,3,2024
2024-03-26,Mixer,Kitchen Appliances,1,59,59,2,13,3,2024
2024-03-26,Acer,Laptops,2,649,1298,2,13,3,2024
2024-03-26,Dish Washer,Big Kitchen Appliances,2,700,1400,2,13,3,2024
2024-03-26,Xiaomi,Phones,1,499,499,2,13,3,2024
2024-03-26,Acer,Laptops,5,649,3245,2,13,3,2024
2024-03-26,Acer,Laptops,2,649,1298,2,13,3,2024
2024-03-26,Acer,Laptops,1,649,649,2,13,3,2024
2024-03-26,MacBook,Laptops,5,1299,6495,2,13,3,2024
2024-03-25,Range Hood,Big Kitchen Appliances,4,450,1800,1,13,3,2024
2024-03-25,MacBook,Laptops,4,1299,5196,1,13,3,2024
2024-03-25,Stove,Big Kitchen Appliances,2,799,1598,1,13,3,2024
2024-03-25,Electric Kettle,Kitchen Appliances,4,39,156,1,13,3,2024
2024-03-25,Mixer,Kitchen Appliances,2,59,118,1,13,3,2024
2024-03-25,Toaster,Kitchen Appliances,2,49,98,1,13,3,2024
2024-03-25,Samsung,Phones,3,599,1797,1,13,3,2024
2024-03-25,Range Hood,Big Kitchen Appliances,3,450,1350,1,13,3,2024
2024-03-25,Microwave Oven,Kitchen Appliances,5,99,495,1,13,3,2024
2024-03-24,MacBook,Laptops,5,1299,6495,0,12,3,2024
2024-03-24,Acer,Laptops,5,649,3245,0,12,3,2024
2024-03-24,Xiaomi,Phones,3,499,1497,0,12,3,2024
2024-03-24,Dell,Laptops,2,899,1798,0,12,3,2024
2024-03-24,MacBook,Laptops,4,1299,5196,0,12,3,2024
2024-03-24,Range Hood,Big Kitchen Appliances,2,450,900,0,12,3,2024
2024-03-24,Refrigerator,Big Kitchen Appliances,1,999,999,0,12,3,2024
2024-03-24,Refrigerator,Big Kitchen Appliances,4,999,3996,0,12,3,2024
2024-03-24,Acer,Laptops,5,649,3245,0,12,3,2024
2024-03-24,Dell,Laptops,2,899,1798,0,12,3,2024
2024-03-23,Range Hood,Big Kitchen Appliances,1,450,450,6,12,3,2024
2024-03-23,Samsung,Phones,5,599,2995,6,12,3,2024
2024-03-23,Electric Kettle,Kitchen Appliances,3,39,117,6,12,3,2024
2024-03-23,HP,Laptops,5,799,3995,6,12,3,2024
2024-03-23,Acer,Laptops,1,649,649,6,12,3,2024
2024-03-23,Microwave Oven,Kitchen Appliances,3,99,297,6,12,3,2024
2024-03-23,Toaster,Kitchen Appliances,3,49,147,6,12,3,2024
2024-03-23,Samsung,Phones,3,599,1797,6,12,3,2024
2024-03-23,iPhone,Phones,3,699,2097,6,12,3,2024
2024-03-23,iPhone,Phones,1,699,699,6,12,3,2024
2024-03-23,Refrigerator,Big Kitchen Appliances,1,999,999,6,12,3,2024
2024-03-23,Dell,Laptops,2,899,1798,6,12,3,2024
2024-03-22,Coffee Maker,Kitchen Appliances,3,89,267,5,12,3,2024
2024-03-22,Samsung,Laptops,3,749,2247,5,12,3,2024
2024-03-22,Toaster,Kitchen Appliances,3,49,147,5,12,3,2024
2024-03-22,iPhone,Phones,2,699,1398,5,12,3,2024
2024-03-22,Dell,Laptops,5,899,4495,5,12,3,2024
2024-03-22,Dish Washer,Big Kitchen Appliances,1,700,700,5,12,3,2024
2024-03-22,Microwave Oven,Kitchen Appliances,2,99,198,5,12,3,2024
2024-03-22,MacBook,Laptops,2,1299,2598,5,12,3,2024
2024-03-22,MacBook,Laptops,2,1299,2598,5,12,3,2024
2024-03-22,Coffee Maker,Kitchen Appliances,1,89,89,5,12,3,2024
2024-03-21,Acer,Laptops,2,649,1298,4,12,3,2024
2024-03-21,Samsung,Laptops,4,749,2996,4,12,3,2024
2024-03-21,Acer,Laptops,2,649,1298,4,12,3,2024
2024-03-21,Mixer,Kitchen Appliances,3,59,177,4,12,3,2024
2024-03-21,HP,Laptops,5,799,3995,4,12,3,2024
2024-03-21,Mixer,Kitchen Appliances,4,59,236,4,12,3,2024
2024-03-21,Toaster,Kitchen Appliances,1,49,49,4,12,3,2024
2024-03-20,Microwave Oven,Kitchen Appliances,5,99,495,3,12,3,2024
2024-03-20,Samsung,Phones,5,599,2995,3,12,3,2024
2024-03-20,HP,Laptops,1,799,799,3,12,3,2024
2024-03-20,Dish Washer,Big Kitchen Appliances,5,700,3500,3,12,3,2024
2024-03-20,MacBook,Laptops,3,1299,3897,3,12,3,2024
2024-03-20,Microwave Oven,Kitchen Appliances,2,99,198,3,12,3,2024
2024-03-20,Refrigerator,Big Kitchen Appliances,3,999,2997,3,12,3,2024
2024-03-20,Microwave Oven,Kitchen Appliances,4,99,396,3,12,3,2024
2024-03-20,Stove,Big Kitchen Appliances,1,799,799,3,12,3,2024
2024-03-19,Stove,Big Kitchen Appliances,4,799,3196,2,12,3,2024
2024-03-19,HP,Laptops,3,799,2397,2,12,3,2024
2024-03-19,iPhone,Phones,5,699,3495,2,12,3,2024
2024-03-19,MacBook,Laptops,4,1299,5196,2,12,3,2024
2024-03-18,HP,Laptops,4,799,3196,1,12,3,2024
2024-03-18,iPhone,Phones,3,699,2097,1,12,3,2024
2024-03-18,Dell,Laptops,1,899,899,1,12,3,2024
2024-03-17,Range Hood,Big Kitchen Appliances,3,450,1350,0,11,3,2024
2024-03-17,Microwave Oven,Kitchen Appliances,2,99,198,0,11,3,2024
2024-03-17,Samsung,Phones,5,599,2995,0,11,3,2024
2024-03-17,MacBook,Laptops,3,1299,3897,0,11,3,2024
2024-03-17,Range Hood,Big Kitchen Appliances,3,450,1350,0,11,3,2024
2024-03-17,MacBook,Laptops,1,1299,1299,0,11,3,2024
2024-03-17,Samsung,Laptops,5,749,3745,0,11,3,2024
2024-03-17,Refrigerator,Big Kitchen Appliances,2,999,1998,0,11,3,2024
2024-03-17,HP,Laptops,4,799,3196,0,11,3,2024
2024-03-17,Electric Kettle,Kitchen Appliances,4,39,156,0,11,3,2024
2024-03-17,Xiaomi,Phones,5,499,2495,0,11,3,2024
2024-03-17,Xiaomi,Phones,4,499,1996,0,11,3,2024
2024-03-17,Toaster,Kitchen Appliances,2,49,98,0,11,3,2024
2024-03-17,Dish Washer,Big Kitchen Appliances,1,700,700,0,11,3,2024
2024-03-16,Mixer,Kitchen Appliances,5,59,295,6,11,3,2024
2024-03-16,Samsung,Laptops,2,749,1498,6,11,3,2024
2024-03-15,iPhone,Phones,2,699,1398,5,11,3,2024
2024-03-15,HP,Laptops,5,799,3995,5,11,3,2024
2024-03-15,Xiaomi,Phones,3,499,1497,5,11,3,2024
2024-03-15,Acer,Laptops,1,649,649,5,11,3,2024
2024-03-15,Dell,Laptops,2,899,1798,5,11,3,2024
2024-03-15,Microwave Oven,Kitchen Appliances,1,99,99,5,11,3,2024
2024-03-15,Electric Kettle,Kitchen Appliances,2,39,78,5,11,3,2024
2024-03-14,iPhone,Phones,1,699,699,4,11,3,2024
2024-03-14,Acer,Laptops,2,649,1298,4,11,3,2024
2024-03-14,Microwave Oven,Kitchen Appliances,2,99,198,4,11,3,2024
2024-03-14,Stove,Big Kitchen Appliances,3,799,2397,4,11,3,2024
2024-03-14,Xiaomi,Phones,2,499,998,4,11,3,2024
2024-03-14,iPhone,Phones,5,699,3495,4,11,3,2024
2024-03-14,MacBook,Laptops,5,1299,6495,4,11,3,2024
2024-03-14,HP,Laptops,5,799,3995,4,11,3,2024
2024-03-14,Microwave Oven,Kitchen Appliances,3,99,297,4,11,3,2024
2024-03-14,Toaster,Kitchen Appliances,2,49,98,4,11,3,2024
2024-03-14,HP,Laptops,3,799,2397,4,11,3,2024
2024-03-14,Range Hood,Big Kitchen Appliances,5,450,2250,4,11,3,2024
2024-03-14,iPhone,Phones,2,699,1398,4,11,3,2024
2024-03-13,MacBook,Laptops,2,1299,2598,3,11,3,2024
2024-03-13,Dell,Laptops,4,899,3596,3,11,3,2024
2024-03-13,iPhone,Phones,3,699,2097,3,11,3,2024
2024-03-12,Acer,Laptops,5,649,3245,2,11,3,2024
2024-03-12,Mixer,Kitchen Appliances,1,59,59,2,11,3,2024
2024-03-12,Xiaomi,Phones,1,499,499,2,11,3,2024
2024-03-12,iPhone,Phones,2,699,1398,2,11,3,2024
2024-03-12,HP,Laptops,5,799,3995,2,11,3,2024
2024-03-12,Coffee Maker,Kitchen Appliances,3,89,267,2,11,3,2024
2024-03-11,Xiaomi,Phones,5,499,2495,1,11,3,2024
2024-03-11,Toaster,Kitchen Appliances,5,49,245,1,11,3,2024
2024-03-11,Range Hood,Big Kitchen Appliances,5,450,2250,1,11,3,2024
2024-03-11,Mixer,Kitchen Appliances,1,59,59,1,11,3,2024
2024-03-11,MacBook,Laptops,4,1299,5196,1,11,3,2024
2024-03-11,Stove,Big Kitchen Appliances,4,799,3196,1,11,3,2024
2024-03-11,MacBook,Laptops,3,1299,3897,1,11,3,2024
2024-03-11,HP,Laptops,2,799,1598,1,11,3,2024
2024-03-11,Microwave Oven,Kitchen Appliances,2,99,198,1,11,3,2024
2024-03-11,Toaster,Kitchen Appliances,4,49,196,1,11,3,2024
2024-03-11,Stove,Big Kitchen Appliances,5,799,3995,1,11,3,2024
2024-03-11,Mixer,Kitchen Appliances,2,59,118,1,11,3,2024
2024-03-11,Electric Kettle,Kitchen Appliances,5,39,195,1,11,3,2024
2024-03-10,MacBook,Laptops,2,1299,2598,0,10,3,2024
2024-03-10,Dish Washer,Big Kitchen Appliances,1,700,700,0,10,3,2024
2024-03-10,Samsung,Phones,5,599,2995,0,10,3,2024
2024-03-10,Stove,Big Kitchen Appliances,4,799,3196,0,10,3,2024
2024-03-10,Refrigerator,Big Kitchen Appliances,5,999,4995,0,10,3,2024
2024-03-10,MacBook,Laptops,2,1299,2598,0,10,3,2024
2024-03-10,Electric Kettle,Kitchen Appliances,1,39,39,0,10,3,2024
2024-03-10,Microwave Oven,Kitchen Appliances,3,99,297,0,10,3,2024
2024-03-10,Xiaomi,Phones,5,499,2495,0,10,3,2024
2024-03-10,Refrigerator,Big Kitchen Appliances,5,999,4995,0,10,3,2024
2024-03-10,Refrigerator,Big Kitchen Appliances,3,999,2997,0,10,3,2024
2024-03-10,Mixer,Kitchen Appliances,2,59,118,0,10,3,2024
2024-03-10,MacBook,Laptops,5,1299,6495,0,10,3,2024
2024-03-10,Refrigerator,Big Kitchen Appliances,1,999,999,0,10,3,2024
2024-03-10,Xiaomi,Phones,1,499,499,0,10,3,2024
2024-03-10,Dell,Laptops,2,899,1798,0,10,3,2024
2024-03-10,Xiaomi,Phones,2,499,998,0,10,3,2024
2024-03-10,Coffee Maker,Kitchen Appliances,1,89,89,0,10,3,2024
2024-03-10,Xiaomi,Phones,4,499,1996,0,10,3,2024
2024-03-10,Mixer,Kitchen Appliances,1,59,59,0,10,3,2024
2024-03-09,Microwave Oven,Kitchen Appliances,5,99,495,6,10,3,2024
2024-03-09,Microwave Oven,Kitchen Appliances,1,99,99,6,10,3,2024
2024-03-09,Coffee Maker,Kitchen Appliances,2,89,178,6,10,3,2024
2024-03-09,Range Hood,Big Kitchen Appliances,3,450,1350,6,10,3,2024
2024-03-08,Refrigerator,Big Kitchen Appliances,3,999,2997,5,10,3,2024
2024-03-08,Dell,Laptops,4,899,3596,5,10,3,2024
2024-03-08,Samsung,Laptops,2,749,1498,5,10,3,2024
2024-03-08,Range Hood,Big Kitchen Appliances,3,450,1350,5,10,3,2024
2024-03-08,Dell,Laptops,5,899,4495,5,10,3,2024
2024-03-08,Samsung,Phones,4,599,2396,5,10,3,2024
2024-03-08,Dish Washer,Big Kitchen Appliances,2,700,1400,5,10,3,2024
2024-03-08,Samsung,Laptops,5,749,3745,5,10,3,2024
2024-03-08,iPhone,Phones,1,699,699,5,10,3,2024
2024-03-08,Coffee Maker,Kitchen Appliances,1,89,89,5,10,3,2024
2024-03-08,HP,Laptops,3,799,2397,5,10,3,2024
2024-03-07,Acer,Laptops,4,649,2596,4,10,3,2024
2024-03-07,Acer,Laptops,4,649,2596,4,10,3,2024
2024-03-07,Toaster,Kitchen Appliances,2,49,98,4,10,3,2024
2024-03-07,Electric Kettle,Kitchen Appliances,4,39,156,4,10,3,2024
2024-03-07,Dish Washer,Big Kitchen Appliances,1,700,700,4,10,3,2024
2024-03-07,Dish Washer,Big Kitchen Appliances,5,700,3500,4,10,3,2024
2024-03-07,iPhone,Phones,3,699,2097,4,10,3,2024
2024-03-07,Range Hood,Big Kitchen Appliances,4,450,1800,4,10,3,2024
2024-03-07,Range Hood,Big Kitchen Appliances,1,450,450,4,10,3,2024
2024-03-07,Acer,Laptops,2,649,1298,4,10,3,2024
2024-03-07,Mixer,Kitchen Appliances,5,59,295,4,10,3,2024
2024-03-06,Electric Kettle,Kitchen Appliances,4,39,156,3,10,3,2024
2024-03-06,Samsung,Laptops,5,749,3745,3,10,3,2024
2024-03-06,Refrigerator,Big Kitchen Appliances,1,999,999,3,10,3,2024
2024-03-06,Dish Washer,Big Kitchen Appliances,4,700,2800,3,10,3,2024
2024-03-06,Refrigerator,Big Kitchen Appliances,2,999,1998,3,10,3,2024
2024-03-06,Range Hood,Big Kitchen Appliances,1,450,450,3,10,3,2024
2024-03-06,Toaster,Kitchen Appliances,5,49,245,3,10,3,2024
2024-03-06,HP,Laptops,3,799,2397,3,10,3,2024
2024-03-06,Samsung,Laptops,3,749,2247,3,10,3,2024
2024-03-06,Samsung,Laptops,1,749,749,3,10,3,2024
2024-03-06,Coffee Maker,Kitchen Appliances,2,89,178,3,10,3,2024
2024-03-06,Dish Washer,Big Kitchen Appliances,5,700,3500,3,10,3,2024
2024-03-06,Dell,Laptops,3,899,2697,3,10,3,2024
2024-03-06,HP,Laptops,1,799,799,3,10,3,2024
2024-03-06,Samsung,Laptops,1,749,749,3,10,3,2024
2024-03-06,Dell,Laptops,3,899,2697,3,10,3,2024
2024-03-06,Mixer,Kitchen Appliances,4,59,236,3,10,3,2024
2024-03-06,Refrigerator,Big Kitchen Appliances,5,999,4995,3,10,3,2024
2024-03-06,Mixer,Kitchen Appliances,1,59,59,3,10,3,2024
2024-03-05,iPhone,Phones,4,699,2796,2,10,3,2024
2024-03-05,Samsung,Laptops,4,749,2996,2,10,3,2024
2024-03-05,Electric Kettle,Kitchen Appliances,1,39,39,2,10,3,2024
2024-03-05,Samsung,Laptops,4,749,2996,2,10,3,2024
2024-03-05,Microwave Oven,Kitchen Appliances,5,99,495,2,10,3,2024
2024-03-05,Mixer,Kitchen Appliances,2,59,118,2,10,3,2024
2024-03-05,Refrigerator,Big Kitchen Appliances,4,999,3996,2,10,3,2024
2024-03-05,iPhone,Phones,5,699,3495,2,10,3,2024
2024-03-05,Toaster,Kitchen Appliances,2,49,98,2,10,3,2024
2024-03-05,iPhone,Phones,1,699,699,2,10,3,2024
2024-03-05,Toaster,Kitchen Appliances,2,49,98,2,10,3,2024
2024-03-05,Toaster,Kitchen Appliances,3,49,147,2,10,3,2024
2024-03-05,HP,Laptops,5,799,3995,2,10,3,2024
2024-03-04,HP,Laptops,3,799,2397,1,10,3,2024
2024-03-04,HP,Laptops,3,799,2397,1,10,3,2024
2024-03-04,Range Hood,Big Kitchen Appliances,5,450,2250,1,10,3,2024
2024-03-04,HP,Laptops,4,799,3196,1,10,3,2024
2024-03-04,Dell,Laptops,4,899,3596,1,10,3,2024
2024-03-04,Electric Kettle,Kitchen Appliances,3,39,117,1,10,3,2024
2024-03-04,Xiaomi,Phones,3,499,1497,1,10,3,2024
2024-03-04,iPhone,Phones,5,699,3495,1,10,3,2024
2024-03-04,Electric Kettle,Kitchen Appliances,5,39,195,1,10,3,2024
2024-03-04,Stove,Big Kitchen Appliances,3,799,2397,1,10,3,2024
2024-03-04,Samsung,Phones,1,599,599,1,10,3,2024
2024-03-04,Refrigerator,Big Kitchen Appliances,2,999,1998,1,10,3,2024
2024-03-04,MacBook,Laptops,1,1299,1299,1,10,3,2024
2024-03-04,Stove,Big Kitchen Appliances,4,799,3196,1,10,3,2024
2024-03-04,Electric Kettle,Kitchen Appliances,2,39,78,1,10,3,2024
2024-03-03,Coffee Maker,Kitchen Appliances,3,89,267,0,9,3,2024
2024-03-03,Samsung,Phones,3,599,1797,0,9,3,2024
2024-03-03,HP,Laptops,5,799,3995,0,9,3,2024
2024-03-03,Mixer,Kitchen Appliances,2,59,118,0,9,3,2024
2024-03-03,MacBook,Laptops,2,1299,2598,0,9,3,2024
2024-03-03,Xiaomi,Phones,5,499,2495,0,9,3,2024
2024-03-03,iPhone,Phones,3,699,2097,0,9,3,2024
2024-03-03,Refrigerator,Big Kitchen Appliances,4,999,3996,0,9,3,2024
2024-03-03,iPhone,Phones,5,699,3495,0,9,3,2024
2024-03-03,Mixer,Kitchen Appliances,4,59,236,0,9,3,2024
2024-03-02,Dish Washer,Big Kitchen Appliances,1,700,700,6,9,3,2024
2024-03-02,Electric Kettle,Kitchen Appliances,3,39,117,6,9,3,2024
2024-03-02,Dell,Laptops,5,899,4495,6,9,3,2024
2024-03-02,Toaster,Kitchen Appliances,1,49,49,6,9,3,2024
2024-03-02,Samsung,Phones,4,599,2396,6,9,3,2024
2024-03-02,Toaster,Kitchen Appliances,5,49,245,6,9,3,2024
2024-03-02,Stove,Big Kitchen Appliances,2,799,1598,6,9,3,2024
2024-03-02,Dish Washer,Big Kitchen Appliances,4,700,2800,6,9,3,2024
2024-03-01,Acer,Laptops,2,649,1298,5,9,3,2024
2024-03-01,Mixer,Kitchen Appliances,5,59,295,5,9,3,2024
2024-03-01,Dish Washer,Big Kitchen Appliances,3,700,2100,5,9,3,2024
2024-03-01,Dish Washer,Big Kitchen Appliances,4,700,2800,5,9,3,2024
2024-03-01,Stove,Big Kitchen Appliances,5,799,3995,5,9,3,2024
2024-03-01,Range Hood,Big Kitchen Appliances,5,450,2250,5,9,3,2024
2024-03-01,MacBook,Laptops,1,1299,1299,5,9,3,2024
2024-03-01,Microwave Oven,Kitchen Appliances,2,99,198,5,9,3,2024
2024-02-29,HP,Laptops,4,799,3196,4,9,2,2024
2024-02-28,Mixer,Kitchen Appliances,1,59,59,3,9,2,2024
2024-02-28,MacBook,Laptops,1,1299,1299,3,9,2,2024
2024-02-28,Mixer,Kitchen Appliances,3,59,177,3,9,2,2024
2024-02-28,Xiaomi,Phones,1,499,499,3,9,2,2024
2024-02-28,Samsung,Laptops,4,749,2996,3,9,2,2024
2024-02-28,Dish Washer,Big Kitchen Appliances,3,700,2100,3,9,2,2024
2024-02-28,HP,Laptops,4,799,3196,3,9,2,2024
2024-02-28,iPhone,Phones,4,699,2796,3,9,2,2024
2024-02-28,Xiaomi,Phones,2,499,998,3,9,2,2024
2024-02-28,Samsung,Laptops,2,749,1498,3,9,2,2024
2024-02-28,Dish Washer,Big Kitchen Appliances,3,700,2100,3,9,2,2024
2024-02-28,Range Hood,Big Kitchen Appliances,2,450,900,3,9,2,2024
2024-02-28,Xiaomi,Phones,1,499,499,3,9,2,2024
2024-02-28,Electric Kettle,Kitchen Appliances,1,39,39,3,9,2,2024
2024-02-27,Samsung,Phones,2,599,1198,2,9,2,2024
2024-02-27,Samsung,Phones,3,599,1797,2,9,2,2024
2024-02-27,Acer,Laptops,1,649,649,2,9,2,2024
2024-02-27,Refrigerator,Big Kitchen Appliances,3,999,2997,2,9,2,2024
2024-02-27,Electric Kettle,Kitchen Appliances,5,39,195,2,9,2,2024
2024-02-27,Microwave Oven,Kitchen Appliances,3,99,297,2,9,2,2024
2024-02-27,iPhone,Phones,2,699,1398,2,9,2,2024
2024-02-27,Dell,Laptops,2,899,1798,2,9,2,2024
2024-02-27,Xiaomi,Phones,5,499,2495,2,9,2,2024
2024-02-27,Samsung,Laptops,1,749,749,2,9,2,2024
2024-02-27,Samsung,Laptops,5,749,3745,2,9,2,2024
2024-02-27,Toaster,Kitchen Appliances,1,49,49,2,9,2,2024
2024-02-27,Refrigerator,Big Kitchen Appliances,3,999,2997,2,9,2,2024
2024-02-27,Range Hood,Big Kitchen Appliances,4,450,1800,2,9,2,2024
2024-02-26,Xiaomi,Phones,4,499,1996,1,9,2,2024
2024-02-26,Electric Kettle,Kitchen Appliances,2,39,78,1,9,2,2024
2024-02-26,Microwave Oven,Kitchen Appliances,5,99,495,1,9,2,2024
2024-02-26,Dish Washer,Big Kitchen Appliances,5,700,3500,1,9,2,2024
2024-02-26,Range Hood,Big Kitchen Appliances,1,450,450,1,9,2,2024
2024-02-26,Toaster,Kitchen Appliances,5,49,245,1,9,2,2024
2024-02-26,Toaster,Kitchen Appliances,1,49,49,1,9,2,2024
2024-02-26,MacBook,Laptops,5,1299,6495,1,9,2,2024
2024-02-26,Samsung,Phones,5,599,2995,1,9,2,2024
2024-02-26,MacBook,Laptops,4,1299,5196,1,9,2,2024
2024-02-26,Stove,Big Kitchen Appliances,1,799,799,1,9,2,2024
2024-02-26,Samsung,Phones,1,599,599,1,9,2,2024
2024-02-26,Xiaomi,Phones,1,499,499,1,9,2,2024
2024-02-26,Stove,Big Kitchen Appliances,4,799,3196,1,9,2,2024
2024-02-26,Xiaomi,Phones,5,499,2495,1,9,2,2024
2024-02-26,HP,Laptops,2,799,1598,1,9,2,2024
2024-02-25,Toaster,Kitchen Appliances,3,49,147,0,8,2,2024
2024-02-25,Samsung,Phones,3,599,1797,0,8,2,2024
2024-02-25,MacBook,Laptops,3,1299,3897,0,8,2,2024
2024-02-25,Stove,Big Kitchen Appliances,4,799,3196,0,8,2,2024
2024-02-25,iPhone,Phones,1,699,699,0,8,2,2024
2024-02-25,Dish Washer,Big Kitchen Appliances,3,700,2100,0,8,2,2024
2024-02-25,Dell,Laptops,2,899,1798,0,8,2,2024
2024-02-25,Stove,Big Kitchen Appliances,4,799,3196,0,8,2,2024
2024-02-24,iPhone,Phones,1,699,699,6,8,2,2024
2024-02-24,Mixer,Kitchen Appliances,1,59,59,6,8,2,2024
2024-02-24,Samsung,Laptops,3,749,2247,6,8,2,2024
2024-02-24,Refrigerator,Big Kitchen Appliances,2,999,1998,6,8,2,2024
2024-02-24,Refrigerator,Big Kitchen Appliances,2,999,1998,6,8,2,2024
2024-02-24,HP,Laptops,2,799,1598,6,8,2,2024
2024-02-24,Samsung,Phones,4,599,2396,6,8,2,2024
2024-02-24,Coffee Maker,Kitchen Appliances,2,89,178,6,8,2,2024
2024-02-24,iPhone,Phones,4,699,2796,6,8,2,2024
2024-02-24,Electric Kettle,Kitchen Appliances,4,39,156,6,8,2,2024
2024-02-24,Acer,Laptops,4,649,2596,6,8,2,2024
2024-02-24,HP,Laptops,4,799,3196,6,8,2,2024
2024-02-24,Range Hood,Big Kitchen Appliances,4,450,1800,6,8,2,2024
2024-02-23,Samsung,Laptops,1,749,749,5,8,2,2024
2024-02-23,HP,Laptops,3,799,2397,5,8,2,2024
2024-02-23,MacBook,Laptops,4,1299,5196,5,8,2,2024
2024-02-23,HP,Laptops,4,799,3196,5,8,2,2024
2024-02-23,HP,Laptops,4,799,3196,5,8,2,2024
2024-02-23,Xiaomi,Phones,4,499,1996,5,8,2,2024
2024-02-23,Dell,Laptops,5,899,4495,5,8,2,2024
2024-02-23,MacBook,Laptops,1,1299,1299,5,8,2,2024
2024-02-23,Samsung,Laptops,4,749,2996,5,8,2,2024
2024-02-23,Electric Kettle,Kitchen Appliances,3,39,117,5,8,2,2024
2024-02-23,Dell,Laptops,1,899,899,5,8,2,2024
2024-02-23,Refrigerator,Big Kitchen Appliances,2,999,1998,5,8,2,2024
2024-02-22,Dell,Laptops,1,899,899,4,8,2,2024
2024-02-22,Refrigerator,Big Kitchen Appliances,4,999,3996,4,8,2,2024
2024-02-22,Dish Washer,Big Kitchen Appliances,2,700,1400,4,8,2,2024
2024-02-22,Xiaomi,Phones,5,499,2495,4,8,2,2024
2024-02-22,iPhone,Phones,5,699,3495,4,8,2,2024
2024-02-22,Dish Washer,Big Kitchen Appliances,5,700,3500,4,8,2,2024
2024-02-22,Microwave Oven,Kitchen Appliances,2,99,198,4,8,2,2024
2024-02-21,Microwave Oven,Kitchen Appliances,2,99,198,3,8,2,2024
2024-02-21,Electric Kettle,Kitchen Appliances,5,39,195,3,8,2,2024
2024-02-21,Dish Washer,Big Kitchen Appliances,1,700,700,3,8,2,2024
2024-02-21,Mixer,Kitchen Appliances,4,59,236,3,8,2,2024
2024-02-21,Stove,Big Kitchen Appliances,5,799,3995,3,8,2,2024
2024-02-20,HP,Laptops,4,799,3196,2,8,2,2024
2024-02-20,Acer,Laptops,2,649,1298,2,8,2,2024
2024-02-20,Stove,Big Kitchen Appliances,3,799,2397,2,8,2,2024
2024-02-20,MacBook,Laptops,4,1299,5196,2,8,2,2024
2024-02-20,Electric Kettle,Kitchen Appliances,1,39,39,2,8,2,2024
2024-02-20,Refrigerator,Big Kitchen Appliances,2,999,1998,2,8,2,2024
